iter	Passed	Remaining
1878	1758	113
1879	1759	112
1880	1760	111
1881	1761	110
1882	1761	109
1883	1762	108
1884	1763	107
1885	1764	106
1886	1765	105
1887	1766	104
1888	1767	103
1889	1768	102
1890	1768	101
1891	1769	101
1892	1771	100
1893	1772	99
1894	1773	98
1895	1773	97
1896	1774	96
1897	1775	95
1898	1776	94
1899	1778	93
1900	1779	92
1901	1779	91
1902	1780	90
1903	1781	89
1904	1782	88
1905	1783	87
1906	1784	87
1907	1785	86
1908	1785	85
1909	1786	84
1910	1787	83
1911	1788	82
1912	1789	81
1913	1790	80
1914	1791	79
1915	1792	78
1916	1792	77
1917	1793	76
1918	1794	75
1919	1795	74
1920	1796	73
1921	1797	72
1922	1798	71
1923	1798	71
1924	1799	70
1925	1800	69
1926	1801	68
1927	1802	67
1928	1803	66
1929	1804	65
1930	1804	64
1931	1805	63
1932	1806	62
1933	1807	61
1934	1808	60
1935	1809	59
1936	1810	58
1937	1811	57
1938	1812	57
1939	1812	56
1940	1814	55
1941	1815	54
1942	1816	53
1943	1817	52
1944	1817	51
1945	1819	50
1946	1820	49
1947	1821	48
1948	1821	47
1949	1822	46
1950	1823	45
1951	1824	44
1952	1825	43
1953	1826	42
1954	1827	42
1955	1827	41
1956	1828	40
1957	1829	39
1958	1830	38
1959	1831	37
1960	1832	36
1961	1833	35
1962	1834	34
1963	1835	33
1964	1836	32
1965	1836	31
1966	1837	30
1967	1838	29
1968	1839	28
1969	1839	28
1970	1840	27
1971	1841	26
1972	1842	25
1973	1843	24
1974	1844	23
1975	1845	22
1976	1846	21
1977	1846	20
1978	1847	19
1979	1848	18
1980	1849	17
1981	1850	16
1982	1851	15
1983	1852	14
1984	1852	14
1985	1853	13
1986	1854	12
1987	1855	11
1988	1856	10
1989	1857	9
1990	1857	8
1991	1859	7
1992	1859	6
1993	1860	5
1994	1861	4
1995	1862	3
1996	1863	2
1997	1864	1
1998	1865	0
1999	1866	0
